SMILES,Absorption/nm,Emission/nm,PLQY
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OC)C=C3)=O)C=C2,430.0,559.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C(C)C)C=C3)=O)C=C2,430.0,561.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCC)C=C3)=O)C=C2,429.0,561.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CCCCC3)=O)C=C2,429.0,553.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C(F)=CC=C3F)=O)C=C2,432.0,564.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(F)C=C3)=O)C=C2,430.0,565.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3)=O)C=C2,431.0,565.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4)O3)=O)C=C2,431.0,567.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=C(F)C=C3)=O)C=C2,431.0,566.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=C(F)C=C3)=O)C=C2,431.0,564.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN=C3SC)=O)C=C2,431.0,565.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCl)=O)C=C2,429.0,557.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3OCC)=O)C=C2,429.0,561.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=C(Cl)C=C3Cl)=O)C=C2,431.0,564.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC3CCCC3)=O)C=C2,429.0,556.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3C)=O)C=C2,430.0,562.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCCCC)=O)C=C2,427.0,555.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Cl)C=C3Cl)=O)C=C2,431.0,564.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)ON=C3C4=CC=CC=C4)=O)C=C2,431.0,561.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OCCCCCC)C=C3)=O)C=C2,429.0,561.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=C(OC)C=C3)=O)C=C2,431.0,563.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3Cl)=O)C=C2,429.0,565.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(C)OC3=CC=CC=C3)=O)C=C2,430.0,562.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C)C(F)=C3)=O)C=C2,432.0,566.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3F)=O)C=C2,431.0,564.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCCCCC)C=C3)=O)C=C2,429.0,563.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3C)=O)C=C2,431.0,562.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=C(F)C=C3)=O)C=C2,432.0,565.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCC)C=C3)=O)C=C2,428.0,562.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OCC)C=CC4=C3C=CC=C4)=O)C=C2,430.0,563.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(C)C=C3)=O)C=C2,431.0,564.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(F)C(F)=C3F)=O)C=C2,432.0,570.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCC(OC)=O)=O)C=C2,429.0,559.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=CC=C3)=O)C=C2,431.0,565.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC(C)=O)=O)C=C2,427.0,558.0,0.19
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)C(C)=CC=C3)=O)C=C2,429.0,562.0,0.18
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Br)C(F)=C(F)C(F)=C3F)=O)C=C2,432.0,568.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(Cl)=C(F)C=C3)=O)C=C2,432.0,568.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCCCC)C=C3)=O)C=C2,428.0,560.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C)=CC=C3)=O)C=C2,430.0,561.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OC(C)=O)C=CC=C3)=O)C=C2,430.0,563.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(C)=CC=C3Cl)=O)C=C2,431.0,563.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Cl)N=C3)=O)C=C2,431.0,565.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C(Cl)=CC=C3)=O)C=C2,431.0,565.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Br)C=C3)=O)C=C2,431.0,564.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC3=CC=CC=C3)=O)C=C2,428.0,556.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC3=CC=C(Cl)C=C3)=O)C=C2,428.0,557.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC3=CC=C(Cl)C=C3)=O)C=C2,430.0,559.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OCCCC)C=C3)=O)C=C2,429.0,560.0,0.2
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3C(F)(F)F)=O)C=C2,431.0,563.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)ON=C3C4=C(Cl)C=CC=C4F)=O)C=C2,427.0,553.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4)C=C3)=O)C=C2,439.0,582.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=C(Cl)C=C3)=O)C=C2,425.0,563.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(CC)CCCC)=O)C=C2,428.0,552.0,0.2
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCC)C=C3)=O)C=C2,428.0,560.0,0.2
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C=CC=C3F)=O)C=C2,431.0,563.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Br)=CC=C3)=O)C=C2,430.0,560.0,0.18
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCC)C=C3)=O)C=C2,429.0,562.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3I)=O)C=C2,429.0,561.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3Br)=O)C=C2,430.0,562.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CC3)=O)C=C2,426.0,557.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(F)C=C3Cl)=O)C=C2,431.0,563.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN=C3Cl)=O)C=C2,429.0,563.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CCCC3)=O)C=C2,426.0,553.0,0.22
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)OC=C3)=O)C=C2,426.0,557.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN3C)=O)C=C2,428.0,556.0,0.21
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCC)C=C3)=O)C=C2,426.0,559.0,0.18
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CS3)=O)C=C2,429.0,563.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(OC)=C(OC)C(OC)=C3)=O)C=C2,430.0,566.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=C(F)C=C3F)=O)C=C2,433.0,565.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3Cl)=O)C=C2,431.0,564.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC=C)=O)C=C2,428.0,557.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3)=O)C=C2,430.0,563.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(N3CCOCC3)=O)C=C2,425.0,537.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC3=CC=C(OC)C=C3)=O)C=C2,429.0,558.0,0.16
CN(CCO)C1=CC=C(\C=C\C(=O)C2=CC=C(NC(=O)C3=C(C)C=CS3)C=C2)C=C1,430.0,559.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C)N=C3Cl)=O)C=C2,432.0,568.0,0.11
O=C(C1=CC=C(NC(C2=NOC(C)=C2)=O)C=C1)/C=C/C3=CC=C(N(C)CCO)C=C3,431.0,569.0,0.13
O=C(C1=CC=C(NC(C2=CC=C(C)O2)=O)C=C1)/C=C/C3=CC=C(N(C)CCO)C=C3,431.0,565.0,0.14
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(/C=C/C)=O)C=C2,429.0,562.0,0.18
O=C(C1=CC=C(NC(C2=CC=C(C3=CC=C(F)C=C3)O2)=O)C=C1)/C=C/C4=CC=C(N(C)CCO)C=C4,432.0,565.0,0.16
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCBr)=O)C=C2,428.0,562.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCCCCCC)=O)C=C2,414.0,552.0,0.11
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC(I)=C3)=O)C=C2,431.0,569.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(C)(C)C)=O)C=C2,429.0,561.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCC)=O)C=C2,428.0,561.0,0.13
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OC)C=CC(OC)=C3)=O)C=C2,429.0,560.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC(OC(C)=O)C3=CC=CC=C3)=O)C=C2,432.0,565.0,0.12
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OCCCCCCC)C=C3)=O)C=C2,425.0,563.0,0.13
O=C(C1=CC=C(NC(C2=CC=CO2)=O)C=C1)/C=C/C3=CC=C(N(C)CCO)C=C3,430.0,566.0,0.18
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN=C3)=O)C=C2,428.0,563.0,0.17
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCC=C)=O)C=C2,423.0,557.0,0.18
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCC)=O)C=C2,428.0,559.0,0.15
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3C=CCCC3)=O)C=C2,428.0,562.0,0.13
O=S(C1=CC=CC=C1C=CC2=CC=C(C3=CC=C(C=CC4=CC=CC=C4S(=O)([O-])=O)C=C3)C=C2)([O-])=O.[Na+].[Na+],349.0,402.0,0.23
[H][C@@]1([C@@H](C2=CC=NC3=CC=C(C=C23)OC)O)C[C@@H]4CC[N@]1C[C@@H]4C=C,334.0,365.0,0.56
C12=NN(C3=CC=CC=C3)N=C1C=CC=C2,305.0,362.0,0.15
C1(C2=NN(C3=CC=CC=C3)N=C2)=CC=CC=C1,294.0,347.0,0.35
C1(C2=NN(C3=CC=CC=C3)N=C2CC4=CC=CC=C4)=CC=CC=C1,290.0,342.0,0.45
CC(C1=CC=CC=C1)C2=NN(C3=CC=CC=C3)N=C2C4=CC=CC=C4,285.0,342.0,0.3
N#CC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,309.0,350.0,0.31
FC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,294.0,343.0,0.34
ClC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,298.0,344.0,0.35
COC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,298.0,374.0,0.31
C1(C2=NN(C3=CC=NC=C3)N=C2)=CC=CC=C1,300.0,341.0,0.28
C1(C2=NN(C3=NC=CC=C3)N=C2)=CC=CC=C1,276.0,341.0,0.15
C1(C2=NN(C3=CC=CC4=C3C=CC=C4)N=C2)=CC=CC=C1,260.0,296.0,0.27
FC(C=C1)=CC=C1C2=NN(C3=CC=CC=C3)N=C2,278.0,343.0,0.39
FC(C=C1)=CC=C1C2=NN(C3=CC=C(C#N)C=C3)N=C2,305.0,351.0,0.51
FC(C=C1)=CC=C1C2=NN(C3=CC=C(F)C=C3)N=C2,277.0,343.0,0.4
FC(C=C1)=CC=C1C2=NN(C3=CC=C(Cl)C=C3)N=C2,279.0,343.0,0.25
FC(C=C1)=CC=C1C2=NN(C3=CC=C(OC)C=C3)N=C2,280.0,373.0,0.33
COC(C=C1)=CC=C1C2=NN(C3=CC=CC=C3)N=C2,284.0,360.0,0.39
COC(C=C1)=CC=C1C2=NN(C3=CC=C(C#N)C=C3)N=C2,318.0,401.0,0.32
FC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=C(OC)C=C3,283.0,360.0,0.34
ClC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=C(OC)C=C3,287.0,364.0,0.34
COC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=C(OC)C=C3,284.0,369.0,0.34
ClC(C=C1)=CC=C1C2=NN(C3=CC=CC=C3)N=C2,280.0,341.0,0.35
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(C#N)C=C3)N=C2,306.0,352.0,0.45
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(F)C=C3)N=C2,281.0,343.0,0.41
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(Cl)C=C3)N=C2,283.0,345.0,0.36
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(OC)C=C3)N=C2,285.0,376.0,0.35
C=C(C1=CC=CC=C1)C2=NN(C3=CC=C(N4N=C(C(C5=CC=CC=C5)=C)C(C6=CC=CC=C6)=N4)C=C3)N=C2C7=CC=CC=C7,,390.0,0.76
O=C(NCCCCC(NC(OC(C)(C)C)=O)C(OC)=O)CC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,,370.0,0.35
N1(C2=CC=CC=C2)N=CC(C3=CC=CC=C3)=N1,295.0,351.0,0.98
COC(C=C1)=CC=C1N2N=CC(C3=CC=CC=C3)=N2,305.0,374.0,0.96
CN(C)C(C=C1)=CC=C1N2N=CC(C3=CC=CC=C3)=N2,316.0,427.0,0.93
N1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)N=CC(C5=CC=CC=C5)=N1,348.0,419.0,0.78
N#CC1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,364.0,471.0,0.87
O=C(C)C1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,358.0,464.0,0.93
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,365.0,524.0,0.17
O=C(OCC)C1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,277.0,449.0,0.96
O=C(C1=CC=C(F)C=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,365.0,524.0,0.25
O=C(C1=CC=C(Cl)C=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,357.0,540.0,0.12
O=C(C1=CC=C(Br)C=C1)C2=NN(N=C2C3=CC=CC=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,365.0,542.0,0.11
O=C(C1=CC=C(C=CC=C2)C2=C1)C3=NN(N=C3C4=CC=CC=C4)C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5,364.0,537.0,0.18
O=C(C1=CC=CC=C1)C2=NN(N=C2C3=CC=C([Si](C)(C)C)C=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,369.0,533.0,0.52
O=C(C1=CC=CC=C1)C2=NN(N=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,368.0,530.0,0.36
CC(C=C1C)=[N+]([B-](F)(N2C(C)=C3)F)C1=CC2=C3C,509.0,517.0,0.92
CC1=CC2=[N+]3C(C=C2O1)=CC1=CC2=C(C=C(C)O2)N1[B-]3(F)F,579.0,583.0,0.96
CC1=CC2=C(O1)C=C3N2[B-](F)(F)[N+]4=C5C=C(C)OC5=CC4=C3C(F)(F)F,613.0,620.0,0.98
F[B-]([N+]1=C2C=C(C3=CC=C(OC)C=C3)OC2=CC1=C4)(F)N5C4=CC(O6)=C5C=C6C7=CC=C(OC)C=C7,673.0,683.0,0.86
F[B-]([N+]1=C2C=C(C3=CC=C(OC)C=C3)OC2=CC1=C4C(F)(F)F)(F)N5C4=CC(O6)=C5C=C6C7=CC=C(OC)C=C7,723.0,738.0,0.56
F[B-]([N+]1=C2C=C(C3=CC=CC=C3)OC2=CC1=C4)(F)N5C4=CC(O6)=C5C=C6C7=CC=CC=C7,652.0,661.0,0.9
F[B-]([N+]1=C2C=C(C3=C(OC)C=CC=C3)OC2=CC1=C4)(F)N5C4=CC(O6)=C5C=C6C7=CC=CC=C7OC,671.0,680.0,0.91
F[B-]([N+]1=C2C=C(C3=CC=C(C(C)C)C=C3)OC2=CC1=C4)(F)N5C4=CC(O6)=C5C=C6C7=CC=C(C(C)C)C=C7,662.0,671.0,0.97
F[B-]([N+]1=C2C=C(C3=C(C(C)C)C=CC=C3)OC2=CC1=C4)(F)N5C4=CC(O6)=C5C=C6C7=CC=CC=C7C(C)C,629.0,655.0,0.87
F[B-]([N+]1=C2C=C(C3=C(OC)C=CC(OC)=C3)OC2=CC1=C4)(F)N5C4=CC(O6)=C5C=C6C7=CC(OC)=CC=C7OC,679.0,689.0,0.82
F[B-]([N+]1=C2C=C(C3=C(OC)C=C(OC)C=C3)OC2=CC1=C4)(F)N5C4=CC(O6)=C5C=C6C7=CC=C(OC)C=C7OC,690.0,701.0,0.81
F[B-]([N+]1=C2C=C(C)OC2=CC1=C3)(F)N4C3=C(C)C=C4C,542.0,549.0,0.96
CC1=CC2=C(O1)C=C3N2[B-](F)(F)[N+]4=C5C=C(C6=CC=CC=C6)OC5=CC4=C3,614.0,620.0,0.95
F[B-]([N+]1=C2C=C(C3=C(OC)C=C(OC)C=C3)OC2=CC1=C4)(F)N5C4=C(C)C=C5C,596.0,605.0,0.95
CC1=CC2=C(O1)C=C3N2[B-](F)(F)[N+]4=C5C=C(C6=CC=CC=C6)OC5=CC4=C3,634.0,644.0,0.87
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N)C=C4,413.0,572.0,0.12
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(OC)C=C4,412.0,555.0,0.2
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C)C=C4,404.0,534.0,0.38
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C([H])C=C4,403.0,523.0,0.5
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(F)C=C4,402.0,525.0,0.47
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C(F)(F)F)C=C4,405.0,514.0,0.64
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C#N)C=C4,398.0,512.0,0.63
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC(C#N)=C(C#N)C=C4,402.0,500.0,0.72
CCCNC1=CC=C([N+]([O-])=O)C2=NSN=C12,476.0,548.0,0.54
CCCNC1=CC=C([N+]([O-])=O)C2=N[Se]N=C12,510.0,606.0,0.2
CCCNC1=CC=C([N+]([O-])=O)C2=NC3(CCCCC3)N=C12,546.0,650.0,0.11
CCCNC1=CC=C(C2=NON=C12)[N+]([O-])=O,486.0,542.0,0.55
ClC1=CC=C(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)C=C1,370.0,410.0,0.19
COC1=CC(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)=CC=C1,376.0,455.0,0.2
COC1=CC=C(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)C=C1,405.0,458.0,0.42
C12=CC=CC3=[N+]1C(C4=C3C=CC=C4)=C(C5=CC=C(C=CC=C6)C6=C5)O2,410.0,481.0,0.49
C12=CC=CC3=[N+]1C(C4=C3C=CC=C4)=C(C5=C(C=CC=C6)C6=CC7C5=CC=CC7)O2,411.0,487.0,0.54
CN(C)C1=CC=C(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)C=C1,506.0,555.0,0.76
C12=CC=CC3=[N+]1C(C4=C3C=CC=C4)=C(C5=CC=C(C=C6)C7C5=CC=C8C7C6=CC=C8)O2,485.0,588.0,0.56
O=C(C1=C2C(C3=CC(NCC=C)=C24)=C(C(N(CC=C)C3=O)=O)C=C1)N(CC=C)C4=O,513.0,551.0,0.51
O=C(C1=C2C(C3=CC(NCC=C)=C24)=C(C(N(CC=C)C3=O)=O)C(NC=C)=C1)N(CC=C)C4=O,601.0,632.0,0.62
O=P(C1=CC=CC2=CC=CC3=C12)(C4=CC=CC=C4)C5=C6C3=CC=CC6=CC=C5,346.0,446.0,0.46
O=P(C1=CC=CC2=CC=CC3=C12)(OCC)C4=C5C3=CC=CC5=CC=C4,346.0,442.0,0.46
O=P(C1=CC=CC2=CC=CC3=C12)(OC4=C(C)C=C(C)C=C4C)C5=C6C3=CC=CC6=CC=C5,351.0,442.0,0.46
NC(C=C1)=CC(C2)=C1C3=C2C(C4=CC=CC=C4)=C5C(C6=CC=C(N)C=C6C5)=[O+]3,598.0,656.0,0.33
NC(C=C1)=CC(C2)=C1C3=C2C(C4=C(OC)C=CC=C4)=C5C(C6=CC=C(N)C=C6C5)=[O+]3,595.0,653.0,0.51
NC(C=C1)=CC(C2)=C1C3=C2C(C4=C(O)C=CC=C4)=C5C(C6=CC=C(N)C=C6C5)=[O+]3,584.0,647.0,0.57
NC(C=C1)=CC(C2)=C1C3=C2C(C(C=C4)=CC=C4N(C)C)=C5C(C6=CC=C(N)C=C6C5)=[O+]3,578.0,640.0,0.28
NC(C=C1)=CC(C2)=C1C3=C2C(C(C(F)=C4F)=C(F)C(F)=C4F)=C5C(C6=CC=C(N)C=C6C5)=[O+]3,546.0,601.0,0.47
COC(C=CC=C1)=C1C2=C3C(C4=CC=C(N(CC)CC)C=C4C3)=[O+]C5=C2CC6=C5C=CC(N(CC)CC)=C6,630.0,680.0,0.48
NC(C=C1)=CC2=C1C3=C(CCC2)C(C4=CC=CC=C4)=C5C(C(C=CC(N)=C6)=C6CCC5)=[O+]3,599.0,665.0,0.26
COC(C=CC=C1)=C1C2=C3C(C(C=CC(N)=C4)=C4CCC3)=[O+]C5=C2CCCC6=C5C=CC(N)=C6,597.0,658.0,0.42
NC(C=C1)=CC2=C1C3=C(CCC2)C(C4=C(C(O)=O)C=CC=C4)=C5C(C(C=CC(N)=C6)=C6CCC5)=[O+]3,566.0,641.0,0.57
CN(C)C(C=C1)=CC2=C1C3=C(CCC2)C(C4=C(C(O)=O)C=CC=C4)=C5C(C(C=CC(N(C)C)=C6)=C6CCC5)=[O+]3,592.0,668.0,0.54
