Et30,SP,SdP,SA,SB
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
43.2,0.759,0.977,0.031,0.613
43.2,0.759,0.977,0.031,0.613
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
55.4,0.608,0.904,0.605,0.545
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
37.4,0.714,0.634,0.0,0.591
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
40.7,0.761,0.769,0.04,0.178
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.1,0.83,1.0,0.072,0.647
37.4,0.714,0.634,0.0,0.591
55.4,0.608,0.904,0.605,0.545
45.6,0.645,0.974,0.044,0.286
63.1,0.681,0.997,1.062,0.025
55.4,0.608,0.904,0.605,0.545
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
55.4,0.608,0.904,0.605,0.545
45.6,0.645,0.974,0.044,0.286
63.1,0.681,0.997,1.062,0.025
55.4,0.608,0.904,0.605,0.545
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
55.4,0.608,0.904,0.605,0.545
45.1,0.83,1.0,0.072,0.647
63.1,0.681,0.997,1.062,0.025
33.9,0.782,0.284,0.0,0.128
55.4,0.608,0.904,0.605,0.545
45.1,0.83,1.0,0.072,0.647
63.1,0.681,0.997,1.062,0.025
33.9,0.782,0.284,0.0,0.128
55.4,0.608,0.904,0.605,0.545
45.1,0.83,1.0,0.072,0.647
63.1,0.681,0.997,1.062,0.025
33.9,0.782,0.284,0.0,0.128
55.4,0.608,0.904,0.605,0.545
45.1,0.83,1.0,0.072,0.647
63.1,0.681,0.997,1.062,0.025
33.9,0.782,0.284,0.0,0.128
45.1,0.83,1.0,0.072,0.647
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
31.0,0.616,0.0,0.0,0.056
33.9,0.782,0.284,0.0,0.128
43.2,0.759,0.977,0.031,0.613
45.1,0.83,1.0,0.072,0.647
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
63.1,0.681,0.997,1.062,0.025
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
37.4,0.714,0.634,0.0,0.591
42.2,0.651,0.907,0.0,0.475
45.6,0.645,0.974,0.044,0.286
32.4,0.768,0.0,0.0,0.044
33.9,0.782,0.284,0.0,0.128
36.0,0.737,0.312,0.0,0.444
37.4,0.714,0.634,0.0,0.591
38.4,0.851,0.606,0.0,0.34
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
63.1,0.681,0.997,1.062,0.025
45.6,0.645,0.974,0.044,0.286
63.1,0.681,0.997,1.062,0.025
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
45.1,0.83,1.0,0.072,0.647
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
63.1,0.681,0.997,1.062,0.025
40.7,0.761,0.769,0.04,0.178
42.2,0.651,0.907,0.0,0.475
33.9,0.782,0.284,0.0,0.128
63.1,0.681,0.997,1.062,0.025
40.7,0.761,0.769,0.04,0.178
42.2,0.651,0.907,0.0,0.475
31.0,0.616,0.0,0.0,0.056
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
38.1,0.656,0.603,0.0,0.542
37.4,0.714,0.634,0.0,0.591
31.0,0.616,0.0,0.0,0.056
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
38.1,0.656,0.603,0.0,0.542
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
39.1,0.783,0.614,0.047,0.071
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
42.2,0.651,0.907,0.0,0.475
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
40.7,0.761,0.769,0.04,0.178
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
45.6,0.645,0.974,0.044,0.286
30.9,0.683,0.0,0.0,0.073
30.9,0.683,0.0,0.0,0.073
33.9,0.782,0.284,0.0,0.128
39.1,0.783,0.614,0.047,0.071
37.4,0.714,0.634,0.0,0.591
40.7,0.761,0.769,0.04,0.178
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
55.4,0.608,0.904,0.605,0.545
33.9,0.782,0.284,0.0,0.128
40.7,0.761,0.769,0.04,0.178
55.4,0.608,0.904,0.605,0.545
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
38.1,0.656,0.603,0.0,0.542
45.6,0.645,0.974,0.044,0.286
45.6,0.645,0.974,0.044,0.286
